n=20000
m=40000
from,to,cost
16365,2630,2
2630,8442,4
8442,6340,3
6340,14108,1
14108,6010,1
6010,9059,3
9059,8973,2
8973,12938,3
12938,277,1
277,6785,3
6785,7932,1
7932,15288,4
15288,13873,1
13873,7690,4
7690,18283,2
18283,10325,3
10325,8105,3
8105,478,1
478,14903,3
14903,10445,5
10445,12311,4
12311,14324,4
14324,12743,2
12743,12395,1
12395,3671,5
3671,5935,1
5935,4418,5
4418,1438,3
1438,13892,4
13892,16904,1
16904,3572,2
3572,16485,3
16485,13415,2
13415,6024,5
6024,180,1
180,7650,1
7650,15192,4
15192,15959,1
15959,5416,1
5416,2948,1
2948,3224,1
3224,1193,5
1193,13170,3
13170,15853,1
15853,16827,2
16827,12686,1
12686,999,1
999,10952,1
10952,6014,4
6014,5447,2
5447,12873,1
12873,1955,1
1955,7368,2
7368,14554,1
14554,8419,1
8419,11418,4
11418,7503,1
7503,820,3
820,13490,4
13490,2342,1
2342,4693,2
4693,12316,1
12316,4344,2
4344,10600,1
10600,15292,3
15292,11650,2
11650,11027,2
11027,7549,1
7549,274,2
274,16131,5
16131,19860,4
19860,8375,3
8375,7715,1
7715,19847,1
19847,11365,2
11365,16622,5
16622,4106,2
4106,4886,1
4886,3063,4
3063,2478,2
2478,11201,2
11201,3796,5
3796,155,1
155,50,3
50,15768,4
15768,2616,4
2616,5029,4
5029,4222,1
4222,5318,2
5318,571,1
571,5497,1
5497,10541,2
10541,3035,4
3035,10051,2
10051,19106,2
19106,19519,1
19519,3297,3
3297,2905,1
2905,9751,1
9751,5317,4
5317,6404,1
6404,12031,5
12031,9291,1
9291,10351,2
10351,3499,5
3499,11251,1
11251,10140,1
10140,19618,4
19618,11974,5
11974,17797,5
17797,13217,1
13217,3049,4
3049,6070,2
6070,14071,1
14071,19028,2
19028,14854,3
14854,12760,4
12760,4551,5
4551,5584,1
5584,19604,4
19604,11865,3
11865,14917,1
14917,15014,2
15014,16855,5
16855,4245,1
4245,10080,2
10080,551,2
551,7071,1
7071,8887,3
8887,11501,1
11501,13025,2
13025,5054,1
5054,6362,1
6362,13688,3
13688,18440,1
18440,9244,2
9244,12429,2
12429,9161,4
9161,8890,1
8890,6611,2
6611,433,2
433,284,2
284,5201,4
5201,9661,1
9661,2617,3
2617,56,1
56,9402,1
9402,3149,1
3149,1864,5
1864,14698,1
14698,16832,5
16832,9723,1
9723,19861,2
19861,19743,5
19743,11460,4
11460,7044,1
7044,18895,2
18895,11619,1
11619,867,3
867,12108,5
12108,1320,5
1320,9381,3
9381,8037,4
8037,19678,4
19678,4295,3
4295,10343,1
10343,17524,1
17524,5015,4
5015,14209,2
14209,12978,4
12978,7848,1
7848,17417,2
17417,19312,1
19312,10949,1
10949,10848,1
10848,16635,1
16635,6745,1
6745,15338,2
15338,9536,2
9536,16899,1
16899,6623,1
6623,15832,1
15832,12027,3
12027,1185,2
1185,563,5
563,11054,2
11054,10289,3
10289,7843,5
7843,15880,2
15880,12246,1
12246,15441,2
15441,11454,2
11454,14855,1
14855,12222,4
12222,2327,5
2327,13028,2
13028,16614,1
16614,8832,4
8832,19795,4
19795,17565,2
17565,12722,1
12722,15660,3
15660,10090,2
10090,17922,5
17922,19026,3
19026,6017,1
6017,10112,4
10112,17377,5
17377,7887,4
7887,18920,1
18920,2808,1
2808,9641,1
9641,10842,5
10842,15472,1
15472,17774,4
17774,11949,1
11949,5756,3
5756,17531,3
17531,11400,4
11400,18398,3
18398,13032,1
13032,11110,4
11110,10754,1
10754,6761,1
6761,8292,4
8292,12074,4
12074,7045,5
7045,7279,2
7279,12297,5
12297,18374,1
18374,19265,2
19265,7705,3
7705,5188,1
5188,1127,5
1127,16905,4
16905,19642,3
19642,15168,3
15168,8695,5
8695,10082,1
10082,5963,5
5963,9472,4
9472,16092,4
16092,11152,5
11152,9707,1
9707,4454,1
4454,11382,4
11382,7566,4
7566,5762,3
5762,7584,1
7584,2533,2
2533,7541,3
7541,15676,2
15676,5615,4
5615,9117,2
9117,15851,5
15851,829,1
829,958,3
958,9680,1
9680,14460,2
14460,17336,1
17336,19999,4
19999,13367,1
13367,6052,1
6052,10293,3
10293,14600,1
14600,12870,2
12870,6462,2
6462,8940,1
8940,11340,5
11340,8873,5
8873,2922,5
2922,14184,1
14184,13720,1
13720,2188,5
2188,18261,2
18261,15177,1
15177,12263,3
12263,18880,3
18880,13977,5
13977,13181,1
13181,18139,4
18139,11129,5
11129,12164,5
12164,19058,1
19058,8930,1
8930,1097,3
1097,4860,2
4860,7610,2
7610,5982,1
5982,17224,4
17224,7223,2
7223,13817,4
13817,14715,2
14715,12612,3
12612,11878,1
11878,10471,3
10471,6206,1
6206,14889,4
14889,10105,1
10105,19315,1
19315,9648,5
9648,4456,1
4456,3284,1
3284,12803,5
12803,4621,1
4621,17221,1
17221,16706,1
16706,5612,1
5612,13805,1
13805,2937,5
2937,15158,1
15158,1559,4
1559,19072,3
19072,14359,3
14359,5886,3
5886,4956,5
4956,10533,3
10533,13387,1
13387,9810,4
9810,3577,1
3577,14802,4
14802,16977,5
16977,5348,1
5348,1149,1
1149,15231,1
15231,11648,4
11648,9965,1
9965,18452,1
18452,12278,3
12278,3163,1
3163,3110,1
3110,1061,1
1061,723,2
723,12671,3
12671,1465,1
1465,14286,2
14286,15816,3
15816,14191,1
14191,11818,3
11818,5648,2
5648,1424,5
1424,15739,5
15739,5809,1
5809,700,1
700,8806,4
8806,1052,2
1052,17941,2
17941,13355,1
13355,12321,5
12321,4058,1
4058,17580,3
17580,15360,1
15360,15068,4
15068,14920,4
14920,2761,1
2761,8196,2
8196,14411,2
14411,2226,1
2226,9951,1
9951,1400,3
1400,2212,4
2212,17176,3
17176,2512,3
2512,10008,2
10008,1129,1
1129,8294,2
8294,14626,4
14626,17384,1
17384,16566,2
16566,2981,3
2981,11131,1
11131,6450,3
6450,9764,1
9764,3940,4
3940,18739,1
18739,17556,2
17556,14655,2
14655,15612,3
15612,11592,1
11592,3445,2
3445,12122,4
12122,15756,4
15756,4285,4
4285,17884,3
17884,9323,1
9323,17553,1
17553,8099,1
8099,15639,2
15639,14349,3
14349,954,4
954,13460,3
13460,3687,1
3687,4228,1
4228,7939,1
7939,7283,4
7283,19631,1
19631,9635,5
9635,1938,4
1938,13859,1
13859,16022,3
16022,3276,1
3276,14919,3
14919,8372,1
8372,7236,3
7236,16020,4
16020,12761,1
12761,16244,1
16244,1642,1
1642,14913,4
14913,17939,1
17939,2258,2
2258,8934,1
8934,17208,3
17208,12887,2
12887,3713,5
3713,65,2
65,8729,4
8729,14285,2
14285,2315,1
2315,15239,1
15239,10138,1
10138,19051,3
19051,12045,5
12045,1715,1
1715,808,1
808,9427,1
9427,12666,2
12666,15322,2
15322,18620,1
18620,10474,2
10474,16541,2
16541,7178,1
7178,12024,3
12024,13278,1
13278,896,5
896,17133,5
17133,16534,2
16534,11082,1
11082,664,4
664,11254,1
11254,15246,3
15246,1409,3
1409,4771,1
4771,13723,1
13723,1495,4
1495,8376,4
8376,6238,4
6238,6651,1
6651,1355,1
1355,4700,1
4700,15416,1
15416,6618,1
6618,10248,5
10248,14929,4
14929,2439,4
2439,1284,1
1284,3599,1
3599,8644,4
8644,11836,3
11836,8212,4
8212,19475,1
19475,12724,1
12724,7539,5
7539,11179,2
11179,1481,4
1481,19664,1
19664,951,1
951,14941,1
14941,10142,2
10142,1338,1
1338,19588,3
19588,16718,3
16718,18972,5
18972,15538,2
15538,15102,5
15102,5637,2
5637,3943,4
3943,8348,5
8348,18816,1
18816,17156,5
17156,2864,3
2864,16118,1
16118,9243,2
9243,15005,3
15005,16221,4
16221,2073,2
2073,9102,2
9102,2203,3
2203,15668,4
15668,12853,5
12853,6351,1
6351,4041,2
4041,18709,5
18709,5682,4
5682,3369,1
3369,6140,4
6140,10553,2
10553,3500,1
3500,5955,5
5955,15221,1
15221,15436,4
15436,17782,3
17782,7304,4
7304,12919,1
12919,10311,1
10311,2507,5
2507,6397,1
6397,13480,5
13480,19830,1
19830,17233,4
17233,8005,3
8005,9634,5
9634,5238,5
5238,17577,3
17577,6791,2
6791,152,1
152,17563,5
17563,11294,3
11294,1671,3
1671,8487,4
8487,8242,2
8242,19350,1
19350,13147,1
13147,15171,1
15171,16423,3
16423,17011,4
17011,9445,1
9445,14147,3
14147,16763,1
16763,16715,1
16715,18336,3
18336,320,1
320,18318,3
18318,2394,1
2394,13757,1
13757,18468,1
18468,8207,3
8207,2302,1
2302,623,3
623,13781,5
13781,11532,1
11532,10875,2
10875,10531,3
10531,18570,1
18570,17261,3
17261,5274,2
5274,14026,1
14026,4695,1
4695,18289,2
18289,17077,1
17077,4489,4
4489,498,5
498,1904,5
1904,11538,3
11538,7453,5
7453,16789,1
16789,12879,5
12879,2936,5
2936,17056,1
17056,9369,4
9369,8665,5
8665,1388,5
1388,18207,3
18207,13086,2
13086,10703,3
10703,12150,2
12150,1299,1
1299,13824,1
13824,12192,4
12192,13620,1
13620,5115,4
5115,5541,1
5541,10221,2
10221,5302,4
5302,12136,4
12136,13270,1
13270,5733,1
5733,19711,1
19711,15213,5
15213,8029,1
8029,19112,4
19112,11517,3
11517,18186,4
18186,18856,3
18856,17840,2
17840,6273,5
6273,3890,5
3890,3168,3
3168,790,4
790,11547,1
11547,7535,5
7535,19067,1
19067,16056,1
16056,18676,1
18676,6971,1
6971,15418,1
15418,2026,2
2026,2930,1
2930,1046,1
1046,17822,3
17822,9771,3
9771,1857,1
1857,15487,5
15487,10509,1
10509,5407,5
5407,4947,3
4947,3001,2
3001,14161,1
14161,9721,2
9721,1791,5
1791,7698,4
7698,1793,3
1793,7908,2
7908,9964,4
9964,9062,4
9062,14073,2
14073,12572,3
12572,1530,4
1530,13214,4
13214,13520,1
13520,327,5
327,16001,3
16001,11383,3
11383,13731,1
13731,18297,5
18297,15850,2
15850,14277,5
14277,4718,1
4718,5807,5
5807,10000,1
10000,15669,2
15669,18050,2
18050,10388,2
10388,19422,4
19422,15960,1
15960,7750,4
7750,10234,1
10234,13686,2
13686,4037,1
4037,7629,5
7629,2408,2
2408,4404,1
4404,19174,1
19174,2524,3
2524,19748,2
19748,12843,2
12843,19539,4
19539,11277,5
11277,17482,1
17482,6203,5
6203,13476,2
13476,355,2
355,10839,1
10839,18809,1
18809,15273,1
15273,6383,1
6383,12811,3
12811,19251,1
19251,11502,3
11502,1560,3
1560,1476,1
1476,15657,1
15657,17452,5
17452,2280,2
2280,11117,2
11117,11057,1
11057,8838,5
8838,11068,5
11068,17687,5
17687,8969,2
8969,14582,1
14582,7245,1
7245,16717,1
16717,4284,5
4284,4480,3
4480,14456,2
14456,1763,1
1763,2592,5
2592,13163,3
13163,2557,2
2557,1755,4
1755,12300,3
12300,12970,1
12970,1290,1
1290,2537,2
2537,13119,4
13119,5869,1
5869,1884,2
1884,1148,1
1148,5590,3
5590,2901,3
2901,14078,2
14078,6864,1
6864,5208,1
5208,13925,2
13925,9750,1
9750,5486,1
5486,6392,1
6392,16655,1
16655,9608,4
9608,16696,1
16696,10711,1
10711,17825,4
17825,7433,3
7433,14404,1
14404,14421,1
14421,5465,3
5465,12588,5
12588,6503,4
6503,1777,1
1777,8664,5
8664,6992,3
6992,15108,1
15108,6204,2
6204,2516,4
2516,17875,1
17875,15186,1
15186,11080,3
11080,15344,3
15344,16436,2
16436,11099,4
11099,18345,1
18345,5399,1
5399,8251,3
8251,12455,3
12455,19063,5
19063,11038,2
11038,10998,2
10998,5910,5
5910,17304,1
17304,3007,2
3007,11897,1
11897,728,3
728,11873,1
11873,1018,5
1018,6064,5
6064,3894,5
3894,4304,2
4304,15396,1
15396,14395,5
14395,10233,5
10233,12242,5
12242,9900,1
9900,11052,1
11052,19085,2
19085,13393,3
13393,4025,5
4025,10314,1
10314,3372,3
3372,10534,1
10534,12598,4
12598,19266,5
19266,3143,5
3143,9099,4
9099,9124,1
9124,5378,4
5378,12765,3
12765,2602,3
2602,16429,4
16429,3859,1
3859,6349,3
6349,11228,5
11228,7285,4
7285,437,1
437,7811,2
7811,3520,1
3520,169,1
169,12295,2
12295,16689,2
16689,11960,4
11960,4688,5
4688,553,3
553,4574,1
4574,1595,3
1595,11132,5
11132,3158,3
3158,5047,1
5047,559,3
559,1909,5
1909,4049,5
4049,8367,4
8367,13524,1
13524,13650,2
13650,19753,1
19753,10200,5
10200,501,2
501,8408,1
8408,19551,5
19551,15617,1
15617,7115,4
7115,15196,1
15196,3497,2
3497,6207,2
6207,8759,2
8759,19677,4
19677,8225,5
8225,11209,3
11209,16415,1
16415,6448,1
6448,11885,5
11885,18654,1
18654,128,1
128,17657,1
17657,7508,5
7508,7597,2
7597,12508,4
12508,15035,5
15035,6923,5
6923,2708,4
2708,11256,2
11256,7096,1
7096,16613,1
16613,12846,4
12846,18342,2
18342,4683,2
4683,2564,1
2564,19147,2
19147,16028,1
16028,114,1
114,7458,3
7458,19692,1
19692,455,4
455,11753,1
11753,9927,2
9927,1143,1
1143,17680,1
17680,7038,1
7038,336,4
336,11078,1
11078,14083,1
14083,16736,3
16736,644,5
644,14484,4
14484,2661,2
2661,13989,1
13989,3385,5
3385,16516,1
16516,4396,2
4396,12625,2
12625,16122,4
16122,16786,3
16786,14924,1
14924,4024,4
4024,17247,5
17247,3561,4
3561,8706,1
8706,16366,4
16366,7586,1
7586,11544,2
11544,3082,4
3082,17254,1
17254,19905,4
19905,17627,1
17627,6636,4
6636,15741,5
15741,17771,3
17771,685,1
685,6857,1
6857,2216,3
2216,13224,3
13224,15513,2
15513,18075,5
18075,18431,5
18431,6996,5
6996,3911,1
3911,2573,1
2573,16714,2
16714,19766,5
19766,2117,1
2117,15028,5
15028,12841,2
12841,16624,1
16624,8481,1
8481,10812,5
10812,14778,1
14778,14405,2
14405,6329,2
6329,16183,1
16183,16838,3
16838,6403,1
6403,9444,1
9444,15841,4
15841,13772,1
13772,10334,4
10334,19394,5
19394,12439,3
12439,18142,1
18142,9774,1
9774,15274,5
15274,13420,2
13420,3169,5
3169,9069,2
9069,14527,3
14527,8363,3
8363,1319,1
1319,15357,2
15357,12763,1
12763,317,1
317,17683,1
17683,16631,5
16631,18390,3
18390,2128,2
2128,17920,5
17920,4662,1
4662,9789,3
9789,469,2
469,17150,3
17150,8533,2
8533,8056,3
8056,15019,3
15019,5493,5
5493,14897,2
14897,3346,1
3346,2791,1
2791,18569,4
18569,1513,1
1513,9089,2
9089,17777,2
17777,18867,3
18867,9675,1
9675,13244,4
13244,6513,5
6513,5738,1
5738,17403,1
17403,2424,3
2424,3581,1
3581,13933,5
13933,3850,2
3850,6456,2
6456,2770,1
2770,14545,1
14545,8802,4
8802,1983,1
1983,6288,1
6288,4467,1
4467,13092,1
13092,809,1
809,11776,1
11776,3534,3
3534,2037,5
2037,12041,1
12041,2211,3
2211,7432,5
7432,18836,4
18836,1457,1
1457,11730,1
11730,8768,1
8768,12040,2
12040,5418,2
5418,1725,2
1725,16841,3
16841,14815,2
14815,9660,2
9660,19047,1
19047,9763,3
9763,8061,5
8061,19645,5
19645,18058,5
18058,9604,1
9604,10610,5
10610,6012,3
6012,18566,1
18566,15727,1
15727,7507,1
7507,14906,2
14906,18015,3
18015,18266,2
18266,19555,1
19555,75,1
75,3487,3
3487,14870,3
14870,10498,5
10498,16203,2
16203,11302,3
11302,4629,1
4629,2575,1
2575,8773,1
8773,5184,2
5184,2270,1
2270,17952,3
17952,200,1
200,7396,4
7396,5562,5
5562,15975,3
15975,19084,5
19084,5907,3
5907,2853,1
2853,14566,2
14566,12518,1
12518,17979,4
17979,3350,2
3350,10464,4
10464,9772,1
9772,18127,1
18127,16196,2
16196,12229,5
12229,7871,1
7871,2253,4
2253,8823,4
8823,5945,2
5945,11310,1
11310,12771,3
12771,5481,4
5481,77,5
77,3930,5
3930,3365,5
3365,1705,4
1705,18356,3
18356,9569,5
9569,13079,4
13079,10226,5
10226,7608,5
7608,12396,5
12396,1288,1
1288,7512,5
7512,13392,3
13392,5676,1
5676,447,1
447,10370,4
10370,10463,3
10463,19813,3
19813,2531,4
2531,4161,2
4161,8404,1
8404,2311,4
2311,5153,5
5153,8962,1
8962,11529,1
11529,2872,1
2872,15041,1
15041,15567,5
15567,12512,1
12512,18079,2
18079,13254,2
13254,3831,1
3831,16973,3
16973,12228,2
12228,15946,4
15946,12817,1
12817,2079,3
2079,2540,3
2540,10770,2
10770,8885,3
8885,15242,3
15242,681,1
681,10424,3
10424,9558,3
9558,13376,3
13376,7880,1
7880,3659,5
3659,19088,4
19088,5082,3
5082,680,1
680,10922,3
10922,13173,1
13173,1138,4
1138,7404,3
7404,1935,5
1935,362,4
362,19190,2
19190,937,4
937,4188,4
4188,10003,2
10003,19610,2
19610,2672,4
2672,14824,1
14824,5725,3
5725,15819,2
15819,6882,1
6882,10024,2
10024,8784,3
8784,17,1
17,6686,4
6686,2011,3
2011,3986,1
3986,6366,2
6366,2987,3
2987,12585,5
12585,714,1
714,18683,1
18683,6418,1
6418,8104,1
8104,12874,3
12874,19674,3
19674,17396,4
17396,14518,2
14518,13064,1
13064,11540,3
11540,6848,3
6848,11725,4
11725,11929,1
11929,16790,3
16790,10758,3
10758,17788,1
17788,9296,5
9296,8924,4
8924,8406,1
8406,1032,4
1032,16738,2
16738,3004,3
3004,4305,3
4305,16816,5
16816,7144,2
7144,2159,2
2159,3737,1
3737,13456,3
13456,19333,5
19333,2070,4
2070,1327,1
1327,17677,1
17677,19093,1
19093,17760,2
17760,13625,4
13625,1962,1
1962,1436,4
1436,6452,2
6452,14398,2
14398,10976,1
10976,12359,3
12359,11704,2
11704,380,3
380,8239,3
8239,14555,3
14555,13841,2
13841,3270,1
3270,293,1
293,14366,1
14366,9901,3
9901,15303,3
15303,6426,1
6426,14380,4
14380,12004,4
12004,4174,3
4174,11236,3
11236,14548,1
14548,3187,5
3187,11062,5
11062,13934,1
13934,10944,1
10944,10371,3
10371,1561,1
1561,12717,5
12717,10873,4
10873,3544,2
3544,10338,1
10338,16070,1
16070,15197,3
15197,11258,4
11258,6548,4
6548,17435,3
17435,8989,5
8989,13407,1
13407,18910,4
18910,3482,5
3482,1177,5
1177,10485,2
10485,12915,3
12915,3768,1
3768,13186,1
13186,10556,3
10556,15643,4
15643,10721,3
10721,3106,5
3106,16339,1
16339,1120,1
1120,5938,5
5938,3729,2
3729,4017,2
4017,19888,3
19888,3821,3
3821,3249,1
3249,7459,1
7459,7410,4
7410,6575,3
6575,18801,3
18801,5490,4
5490,7058,2
7058,9221,1
9221,7415,1
7415,13539,2
13539,4470,3
4470,17348,4
17348,3468,4
3468,14218,2
14218,9865,5
9865,14434,5
14434,4727,5
4727,12670,1
12670,11427,2
11427,6197,1
6197,9837,5
9837,4797,2
4797,1314,5
1314,15485,2
15485,9152,1
9152,13697,1
13697,1386,3
1386,2349,5
2349,7479,2
7479,19023,1
19023,10390,1
10390,11357,1
11357,807,1
807,7464,3
7464,8950,1
8950,14860,1
14860,13003,2
13003,11255,1
11255,3648,2
3648,4042,1
4042,9274,1
9274,6161,3
6161,9502,3
9502,10710,4
10710,15104,1
15104,408,2
408,6079,4
6079,4569,3
4569,5121,1
5121,853,4
853,12404,4
12404,8479,1
8479,14603,5
14603,9920,1
9920,9612,1
9612,16170,4
16170,15854,3
15854,2287,5
2287,5903,3
5903,15749,1
15749,19557,1
19557,19372,1
19372,11522,4
11522,16743,2
16743,15084,2
15084,18908,3
18908,5151,4
5151,11060,3
11060,101,4
101,6110,4
6110,15826,1
15826,17965,3
17965,9827,3
9827,512,4
512,1569,1
1569,12119,4
12119,6357,1
6357,8871,1
8871,4650,1
4650,13117,1
13117,14975,1
14975,15998,1
15998,19409,3
19409,18507,4
18507,12232,5
12232,4192,1
4192,8431,1
8431,1550,2
1550,12881,1
12881,5133,5
5133,5901,5
5901,16065,1
16065,2485,3
2485,15496,5
15496,17684,4
17684,10373,2
10373,8870,3
8870,12664,2
12664,1973,5
1973,8399,3
8399,18382,1
18382,15110,5
15110,18206,2
18206,12798,1
12798,19939,5
19939,19360,1
19360,10784,1
10784,10620,1
10620,14971,1
14971,11089,4
11089,19681,2
19681,4996,2
4996,8708,1
8708,351,5
351,5413,1
5413,5154,2
5154,1760,2
1760,6597,1
6597,12709,5
12709,5203,3
5203,8559,2
8559,7036,3
7036,8219,5
8219,12123,1
12123,5742,3
5742,12379,4
12379,9953,3
9953,7400,2
7400,15138,2
15138,17816,5
17816,3389,5
3389,18367,4
18367,8142,1
8142,18309,2
18309,1312,1
1312,14156,1
14156,3746,4
3746,7563,2
7563,730,4
730,12569,5
12569,5002,4
5002,10964,5
10964,1459,1
1459,18179,1
18179,3232,1
3232,18379,4
18379,4332,2
4332,17540,1
17540,17781,2
17781,18089,2
18089,13832,2
13832,926,1
926,1023,5
1023,13300,1
13300,1850,3
1850,9611,1
9611,19209,1
19209,10740,2
10740,4453,1
4453,3833,3
3833,16902,5
16902,2301,5
2301,12768,2
12768,15978,1
15978,2784,1
2784,4434,5
4434,5631,1
5631,18515,4
18515,3974,1
3974,2871,1
2871,13867,1
13867,6192,1
6192,6598,2
6598,11933,1
11933,18540,4
18540,19715,3
19715,2883,1
2883,12872,3
12872,1852,4
1852,10514,3
10514,7699,2
7699,3593,3
3593,16384,4
16384,15844,1
15844,387,1
387,3233,5
3233,1862,1
1862,2643,2
2643,240,4
240,14544,2
14544,3182,2
3182,4028,4
4028,4882,1
4882,942,5
942,17016,4
17016,7348,2
7348,11662,1
11662,15166,4
15166,2884,3
2884,1406,1
1406,3767,1
3767,6830,2
6830,19006,1
19006,9886,1
9886,4268,3
4268,5360,3
5360,7317,3
7317,5546,2
5546,1160,1
1160,5366,2
5366,14378,4
14378,5244,1
5244,2513,3
2513,16785,3
16785,7523,2
7523,18105,4
18105,4833,1
4833,17105,1
17105,6855,4
6855,14314,4
14314,15481,1
15481,1334,2
1334,8120,2
8120,11204,5
11204,14611,1
14611,3502,4
3502,8770,2
8770,14213,2
14213,7776,5
7776,15874,4
15874,14759,1
14759,7142,1
7142,10364,4
10364,17000,4
17000,3173,1
3173,24,1
24,7379,2
7379,3104,1
3104,11376,5
11376,14417,5
14417,2613,5
2613,6209,2
6209,15701,1
15701,16325,5
16325,8069,1
8069,18230,1
18230,8498,5
8498,9064,2
9064,15957,2
15957,8691,5
8691,9794,3
9794,6337,5
6337,5561,1
5561,14392,1
14392,6982,1
6982,4685,4
4685,11766,2
11766,18408,1
18408,3493,5
3493,13068,3
13068,9713,2
9713,14713,1
14713,19476,1
19476,6670,1
6670,4854,1
4854,6815,1
6815,13866,1
13866,13268,4
13268,17328,5
17328,82,3
82,19128,5
19128,15143,2
15143,13775,4
13775,8246,1
8246,4484,2
4484,7673,4
7673,1218,4
1218,1,1
1,2197,5
2197,9190,5
9190,19004,1
19004,6649,5
6649,13450,3
13450,1511,1
1511,14856,2
14856,2497,4
2497,3494,5
3494,17350,4
17350,4807,1
4807,14843,1
14843,10281,2
10281,8649,1
8649,19871,5
19871,8642,4
8642,7116,3
7116,871,3
871,14370,3
14370,13469,2
13469,2757,4
2757,5421,2
